society;n_employe;city;country;command_date;n_command;product_name;total_price
Ernst Handel;4;Graz;Autriche;09/11/1995;10698;Louisiana Fiery Hot Pepper Sauce;6 499,19 F
Ernst Handel;4;Graz;Autriche;09/11/1995;10698;Thüringer Rostbratwurst;7 056,03 F
Ernst Handel;4;Graz;Autriche;09/11/1995;10698;Alice Mutton;1 482,00 F
Ernst Handel;4;Graz;Autriche;09/11/1995;10698;Queso Cabrales;1 575,00 F
Morgenstern Gesundkost;3;Leipzig;Allemagne;09/11/1995;10699;Zaanse koeken;570,00 F
Save-a-lot Markets;3;Boise;États-Unis;10/11/1995;10700;Chai;360,00 F
Save-a-lot Markets;3;Boise;États-Unis;10/11/1995;10700;Sasquatch Ale;672,00 F
Save-a-lot Markets;3;Boise;États-Unis;10/11/1995;10700;Scottish Longbreads;2 000,00 F
Hungry Owl All-Night Grocers;6;Cork;Irlande;13/11/1995;10701;Raclette Courdavault;9 817,50 F
Hungry Owl All-Night Grocers;6;Cork;Irlande;13/11/1995;10701;Lakkalikööri;2 677,50 F
Alfreds Futterkiste;4;Berlin;Allemagne;13/11/1995;10702;Aniseed Syrup;300,00 F
Alfreds Futterkiste;4;Berlin;Allemagne;13/11/1995;10702;Lakkalikööri;1 350,00 F
Folk och fä HB;6;Bräcke;Suède;14/11/1995;10703;Chang;475,00 F
Folk och fä HB;6;Bräcke;Suède;14/11/1995;10703;Raclette Courdavault;9 625,00 F
Folk och fä HB;6;Bräcke;Suède;14/11/1995;10703;Röd Kaviar;2 625,00 F
Queen Cozinha;6;São Paulo;Brésil;14/11/1995;10704;Chef Anton's Cajun Seasoning;660,00 F
Queen Cozinha;6;São Paulo;Brésil;14/11/1995;10704;Chocolade;1 530,00 F
HILARIÓN-Abastos;9;San Cristóbal;Venezuela;15/11/1995;10705;Mascarpone Fabioli;640,00 F
Old World Delicatessen;8;Anchorage;États-Unis;16/11/1995;10706;Pavlova;1 745,00 F
Old World Delicatessen;8;Anchorage;États-Unis;16/11/1995;10706;Raclette Courdavault;2 200,00 F
Around the Horn;4;London;Royaume-Uni;16/11/1995;10707;Pâté chinois;2 520,00 F
The Big Cheese;6;Portland;États-Unis;17/11/1995;10708;Chef Anton's Gumbo Mix;427,00 F
Gourmet Lanchonetes;1;Campinas;Brésil;17/11/1995;10709;Camembert Pierrot;1 700,00 F
Gourmet Lanchonetes;1;Campinas;Brésil;17/11/1995;10709;Manjimup Dried Apples;7 420,00 F
Gourmet Lanchonetes;1;Campinas;Brésil;17/11/1995;10709;Northwoods Cranberry Sauce;8 000,00 F
Franchi S.p.A.;1;Torino;Italie;20/11/1995;10710;Zaanse koeken;237,50 F
Franchi S.p.A.;1;Torino;Italie;20/11/1995;10710;Teatime Chocolate Biscuits;230,00 F
Save-a-lot Markets;5;Boise;États-Unis;21/11/1995;10711;Teatime Chocolate Biscuits;552,00 F
Save-a-lot Markets;5;Boise;États-Unis;21/11/1995;10711;Jack's New England Clam Chowder;2 026,50 F
Save-a-lot Markets;5;Boise;États-Unis;21/11/1995;10711;Perth Pasties;19 680,00 F
Hungry Owl All-Night Grocers;3;Cork;Irlande;21/11/1995;10712;Perth Pasties;467,40 F
Save-a-lot Markets;1;Boise;États-Unis;22/11/1995;10713;Røgede sild;5 225,00 F
Save-a-lot Markets;1;Boise;États-Unis;22/11/1995;10713;Spegesild;1 440,00 F
Save-a-lot Markets;5;Boise;États-Unis;22/11/1995;10714;Alice Mutton;3 948,75 F
Save-a-lot Markets;5;Boise;États-Unis;22/11/1995;10714;Zaanse koeken;1 781,25 F
Save-a-lot Markets;5;Boise;États-Unis;22/11/1995;10714;Chang;2 137,50 F
Rancho grande;4;Buenos Aires;Argentine;24/11/1995;10716;Manjimup Dried Apples;1 855,00 F
Rancho grande;4;Buenos Aires;Argentine;24/11/1995;10716;Sirop d'érable;1 425,00 F
Rancho grande;4;Buenos Aires;Argentine;24/11/1995;10716;Sir Rodney's Scones;250,00 F
Frankenversand;1;München;Allemagne;24/11/1995;10717;Sir Rodney's Scones;1 520,00 F
Frankenversand;1;München;Allemagne;24/11/1995;10717;Tourtière;558,75 F
Königlich Essen;1;Brandenburg;Allemagne;27/11/1995;10718;Queso Manchego La Pastora;6 840,00 F
Königlich Essen;1;Brandenburg;Allemagne;27/11/1995;10718;Pavlova;1 745,00 F
Königlich Essen;1;Brandenburg;Allemagne;27/11/1995;10718;Tarte au sucre;4 930,00 F
Let's Stop N Shop;8;San Francisco;États-Unis;27/11/1995;10719;Tourtière;1 117,50 F
Let's Stop N Shop;8;San Francisco;États-Unis;27/11/1995;10719;Carnarvon Tigers;2 812,50 F
Let's Stop N Shop;8;San Francisco;États-Unis;27/11/1995;10719;Nord-Ost Matjeshering;291,26 F
Que Delícia;8;Rio de Janeiro;Brésil;28/11/1995;10720;Steeleye Stout;1 890,00 F
Save-a-lot Markets;8;Boise;États-Unis;29/11/1995;10722;Scottish Longbreads;2 812,50 F
Save-a-lot Markets;8;Boise;États-Unis;29/11/1995;10722;Rhönbräu Klosterbier;1 627,50 F
Save-a-lot Markets;8;Boise;États-Unis;29/11/1995;10722;Chang;285,00 F
Mère Paillarde;8;Montréal;Canada;30/11/1995;10724;Sirop d'érable;712,50 F
Familia Arquibaldo;4;São Paulo;Brésil;01/12/1995;10725;Jack's New England Clam Chowder;579,00 F
Eastern Connection;4;London;Royaume-Uni;04/12/1995;10726;Chef Anton's Cajun Seasoning;2 750,00 F
Eastern Connection;4;London;Royaume-Uni;04/12/1995;10726;Queso Cabrales;525,00 F
Reggiani Caseifici;2;Reggio Emilia;Italie;04/12/1995;10727;Alice Mutton;3 705,00 F
Reggiani Caseifici;2;Reggio Emilia;Italie;04/12/1995;10727;Raclette Courdavault;2 612,50 F
Queen Cozinha;4;São Paulo;Brésil;05/12/1995;10728;Camembert Pierrot;2 550,00 F
Queen Cozinha;4;São Paulo;Brésil;05/12/1995;10728;Boston Crab Meat;552,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;05/12/1995;10729;Valkoinen suklaa;3 250,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;05/12/1995;10729;Chai;4 500,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;05/12/1995;10729;Sir Rodney's Scones;1 500,00 F
Bon app';5;Marseille;France;06/12/1995;10730;Pavlova;1 243,31 F
Bon app';5;Marseille;France;06/12/1995;10730;Louisiana Fiery Hot Pepper Sauce;999,87 F
Chop-suey Chinese;7;Bern;Suisse;07/12/1995;10731;Sir Rodney's Scones;1 900,00 F
Chop-suey Chinese;7;Bern;Suisse;07/12/1995;10731;Manjimup Dried Apples;7 552,50 F
Bon app';3;Marseille;France;07/12/1995;10732;Lakkalikööri;1 800,00 F
Berglunds snabbköp;1;Luleå;Suède;08/12/1995;10733;Tofu;1 860,00 F
Berglunds snabbköp;1;Luleå;Suède;08/12/1995;10733;Rössle Sauerkraut;4 560,00 F
Gourmet Lanchonetes;2;Campinas;Brésil;08/12/1995;10734;Lakkalikööri;1 800,00 F
Let's Stop N Shop;6;San Francisco;États-Unis;11/12/1995;10735;Sirop d'érable;2 565,00 F
Let's Stop N Shop;6;San Francisco;États-Unis;11/12/1995;10735;Original Frankfurter grüne Soße;117,00 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;12/12/1995;10736;Louisiana Fiery Hot Pepper Sauce;4 210,00 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;12/12/1995;10736;Rhönbräu Klosterbier;775,00 F
Vins et alcools Chevalier;2;Reims;France;12/12/1995;10737;Konbu;120,00 F
Vins et alcools Chevalier;2;Reims;France;12/12/1995;10737;Jack's New England Clam Chowder;579,00 F
Spécialités du monde;2;Paris;France;13/12/1995;10738;Pavlova;261,75 F
White Clover Markets;4;Seattle;États-Unis;14/12/1995;10740;Rössle Sauerkraut;912,00 F
White Clover Markets;4;Seattle;États-Unis;14/12/1995;10740;Steeleye Stout;2 520,00 F
White Clover Markets;4;Seattle;États-Unis;14/12/1995;10740;Røgede sild;1 520,00 F
Around the Horn;4;London;Royaume-Uni;15/12/1995;10741;Chang;1 140,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;15/12/1995;10742;Aniseed Syrup;1 000,00 F
Bottom-Dollar Markets;3;Tsawassen;Canada;15/12/1995;10742;Camembert Pierrot;8 500,00 F
Around the Horn;1;London;Royaume-Uni;18/12/1995;10743;Spegesild;1 596,00 F
Vaffeljernet;6;Århus;Danemark;18/12/1995;10744;Boston Crab Meat;3 680,00 F
QUICK-Stop;9;Cunewalde;Allemagne;19/12/1995;10745;Carnarvon Tigers;7 500,00 F
QUICK-Stop;9;Cunewalde;Allemagne;19/12/1995;10745;Raclette Courdavault;12 375,00 F
Chop-suey Chinese;1;Bern;Suisse;20/12/1995;10746;Konbu;180,00 F
Chop-suey Chinese;1;Bern;Suisse;20/12/1995;10746;Singaporean Hokkien Fried Mee;1 960,00 F
Chop-suey Chinese;1;Bern;Suisse;20/12/1995;10746;Tarte au sucre;2 218,50 F
Piccolo und mehr;6;Salzburg;Autriche;20/12/1995;10747;Jack's New England Clam Chowder;1 688,75 F
Piccolo und mehr;6;Salzburg;Autriche;20/12/1995;10747;Vegie-spread;1 975,50 F
Save-a-lot Markets;3;Boise;États-Unis;21/12/1995;10748;Boston Crab Meat;3 680,00 F
Save-a-lot Markets;3;Boise;États-Unis;21/12/1995;10748;Tunnbröd;1 980,00 F
Island Trading;4;Cowes;Royaume-Uni;21/12/1995;10749;Lakkalikööri;900,00 F
Island Trading;4;Cowes;Royaume-Uni;21/12/1995;10749;Raclette Courdavault;1 650,00 F
Wartian Herkku;9;Oulu;Finlande;22/12/1995;10750;Tofu;494,06 F
Wartian Herkku;9;Oulu;Finlande;22/12/1995;10750;Røgede sild;1 615,00 F
Wartian Herkku;9;Oulu;Finlande;22/12/1995;10750;Raclette Courdavault;5 843,75 F
7;3;Genève;Suisse;25/12/1995;10751;Valkoinen suklaa;1 462,50 F
7;3;Genève;Suisse;25/12/1995;10751;Röd Kaviar;1 125,00 F
North/South;2;London;Royaume-Uni;25/12/1995;10752;Chai;720,00 F
Franchi S.p.A.;3;Torino;Italie;26/12/1995;10753;Røgede sild;190,00 F
Franchi S.p.A.;3;Torino;Italie;26/12/1995;10753;Longlife Tofu;250,00 F
Magazzini Alimentari Riuniti;6;Bergamo;Italie;26/12/1995;10754;Boston Crab Meat;276,00 F
Bon app';4;Marseille;France;27/12/1995;10755;Zaanse koeken;1 068,75 F
Split Rail Beer & Ale;8;Lander;États-Unis;28/12/1995;10756;Carnarvon Tigers;5 250,00 F
Split Rail Beer & Ale;8;Lander;États-Unis;28/12/1995;10756;Scottish Longbreads;300,00 F
Save-a-lot Markets;6;Boise;États-Unis;28/12/1995;10757;Sasquatch Ale;2 100,00 F
Save-a-lot Markets;6;Boise;États-Unis;28/12/1995;10757;Raclette Courdavault;1 925,00 F
Save-a-lot Markets;6;Boise;États-Unis;28/12/1995;10757;Tarte au sucre;7 395,00 F
Save-a-lot Markets;6;Boise;États-Unis;28/12/1995;10757;Wimmers gute Semmelknödel;3 990,00 F
Ana Trujillo Emparedados y helados;3;México D.F.;Mexique;29/12/1995;10759;Mascarpone Fabioli;1 600,00 F
Maison Dewey;4;Bruxelles;Belgique;01/01/1996;10760;NuNuCa Nuß-Nougat-Creme;630,00 F
Maison Dewey;4;Bruxelles;Belgique;01/01/1996;10760;Schoggi Schokolade;8 780,00 F
Rattlesnake Canyon Grocery;5;Albuquerque;États-Unis;02/01/1996;10761;NuNuCa Nuß-Nougat-Creme;1 837,50 F
Rattlesnake Canyon Grocery;5;Albuquerque;États-Unis;02/01/1996;10761;Rhönbräu Klosterbier;697,50 F
Folk och fä HB;3;Bräcke;Suède;02/01/1996;10762;Chartreuse verte;1 440,00 F
Folk och fä HB;3;Bräcke;Suède;02/01/1996;10762;Manjimup Dried Apples;7 420,00 F
Folk och fä HB;3;Bräcke;Suède;02/01/1996;10762;Zaanse koeken;1 425,00 F
Folies gourmandes;3;Lille;France;03/01/1996;10763;Sir Rodney's Scones;2 000,00 F
Ernst Handel;6;Graz;Autriche;03/01/1996;10764;Aniseed Syrup;900,00 F
Ernst Handel;6;Graz;Autriche;03/01/1996;10764;Chartreuse verte;10 530,00 F
QUICK-Stop;3;Cunewalde;Allemagne;04/01/1996;10765;Louisiana Fiery Hot Pepper Sauce;7 578,00 F
Ottilies Käseladen;4;Köln;Allemagne;05/01/1996;10766;Chang;3 800,00 F
Ottilies Käseladen;4;Köln;Allemagne;05/01/1996;10766;Uncle Bob's Organic Dried Pears;5 250,00 F
Suprêmes délices;4;Charleroi;Belgique;05/01/1996;10767;Singaporean Hokkien Fried Mee;140,00 F
Around the Horn;3;London;Royaume-Uni;08/01/1996;10768;Camembert Pierrot;2 550,00 F
Vaffeljernet;3;Århus;Danemark;08/01/1996;10769;Jack's New England Clam Chowder;1 375,12 F
Vaffeljernet;3;Århus;Danemark;08/01/1996;10769;Sirop d'érable;2 850,00 F
Vaffeljernet;3;Århus;Danemark;08/01/1996;10769;Tarte au sucre;3 697,50 F
Hanari Carnes;8;Rio de Janeiro;Brésil;09/01/1996;10770;Queso Cabrales;1 181,25 F
Lehmanns Marktstand;3;Frankfurt a.M.;Allemagne;10/01/1996;10772;Thüringer Rostbratwurst;11 141,10 F
Lehmanns Marktstand;3;Frankfurt a.M.;Allemagne;10/01/1996;10772;Raclette Courdavault;6 875,00 F
Ernst Handel;1;Graz;Autriche;11/01/1996;10773;Alice Mutton;6 435,00 F
Ernst Handel;1;Graz;Autriche;11/01/1996;10773;Rhönbräu Klosterbier;217,00 F
Folk och fä HB;4;Bräcke;Suède;11/01/1996;10774;Louisiana Hot Spiced Okra;4 250,00 F
Ernst Handel;1;Graz;Autriche;15/01/1996;10776;Singaporean Hokkien Fried Mee;798,00 F
Ernst Handel;1;Graz;Autriche;15/01/1996;10776;Røgede sild;1 218,37 F
Ernst Handel;1;Graz;Autriche;15/01/1996;10776;Manjimup Dried Apples;30 210,00 F
Gourmet Lanchonetes;7;Campinas;Brésil;15/01/1996;10777;Singaporean Hokkien Fried Mee;1 120,00 F
Berglunds snabbköp;3;Luleå;Suède;16/01/1996;10778;Jack's New England Clam Chowder;482,50 F
Morgenstern Gesundkost;3;Leipzig;Allemagne;16/01/1996;10779;Pavlova;1 745,00 F
Morgenstern Gesundkost;3;Leipzig;Allemagne;16/01/1996;10779;Tarte au sucre;4 930,00 F
LILA-Supermercado;2;Barquisimeto;Venezuela;16/01/1996;10780;Original Frankfurter grüne Soße;975,00 F
Wartian Herkku;2;Oulu;Finlande;17/01/1996;10781;Tourtière;89,40 F
Wartian Herkku;2;Oulu;Finlande;17/01/1996;10781;Longlife Tofu;1 750,00 F
Hanari Carnes;4;Rio de Janeiro;Brésil;18/01/1996;10783;Côte de Blaye;6 587,50 F
Magazzini Alimentari Riuniti;4;Bergamo;Italie;18/01/1996;10784;Chartreuse verte;153,00 F
Magazzini Alimentari Riuniti;4;Bergamo;Italie;18/01/1996;10784;Mozzarella di Giovanni;4 437,00 F
GROSELLA-Restaurante;1;Caracas;Venezuela;18/01/1996;10785;Rhönbräu Klosterbier;387,50 F
Queen Cozinha;8;São Paulo;Brésil;19/01/1996;10786;Northwoods Cranberry Sauce;4 800,00 F
Queen Cozinha;8;São Paulo;Brésil;19/01/1996;10786;Rhönbräu Klosterbier;1 302,00 F
La maison d'Asie;2;Toulouse;France;19/01/1996;10787;Thüringer Rostbratwurst;11 760,05 F
La maison d'Asie;2;Toulouse;France;19/01/1996;10787;Chang;1 353,75 F
QUICK-Stop;1;Cunewalde;Allemagne;22/01/1996;10788;Teatime Chocolate Biscuits;2 185,00 F
QUICK-Stop;1;Cunewalde;Allemagne;22/01/1996;10788;Rhönbräu Klosterbier;1 472,50 F
Folies gourmandes;1;Lille;France;22/01/1996;10789;Carnarvon Tigers;9 375,00 F
Folies gourmandes;1;Lille;France;22/01/1996;10789;Steeleye Stout;1 350,00 F
Folies gourmandes;1;Lille;France;22/01/1996;10789;Vegie-spread;6 585,00 F
Folies gourmandes;1;Lille;France;22/01/1996;10789;Scottish Longbreads;1 125,00 F
Gourmet Lanchonetes;6;Campinas;Brésil;22/01/1996;10790;Uncle Bob's Organic Dried Pears;382,50 F
Frankenversand;6;München;Allemagne;23/01/1996;10791;Thüringer Rostbratwurst;8 232,03 F
Wolski  Zajazd;1;Warszawa;Pologne;23/01/1996;10792;Chang;950,00 F
Wolski  Zajazd;1;Warszawa;Pologne;23/01/1996;10792;Scottish Longbreads;937,50 F
Wolski  Zajazd;1;Warszawa;Pologne;23/01/1996;10792;Tourtière;111,75 F
Around the Horn;3;London;Royaume-Uni;24/01/1996;10793;Jack's New England Clam Chowder;675,50 F
Que Delícia;6;Rio de Janeiro;Brésil;24/01/1996;10794;Tofu;1 395,00 F
Que Delícia;6;Rio de Janeiro;Brésil;24/01/1996;10794;Tourtière;178,80 F
Ernst Handel;8;Graz;Autriche;24/01/1996;10795;Pavlova;5 671,25 F
Ernst Handel;8;Graz;Autriche;24/01/1996;10795;Alice Mutton;5 118,75 F
Drachenblut Delikatessen;7;Aachen;Allemagne;25/01/1996;10797;Queso Cabrales;2 100,00 F
Island Trading;2;Cowes;Royaume-Uni;26/01/1996;10798;Tarte au sucre;493,00 F
Island Trading;2;Cowes;Royaume-Uni;26/01/1996;10798;Mozzarella di Giovanni;1 740,00 F
Königlich Essen;9;Brandenburg;Allemagne;26/01/1996;10799;Konbu;510,00 F
Königlich Essen;9;Brandenburg;Allemagne;26/01/1996;10799;Raclette Courdavault;6 875,00 F
Seven Seas Imports;1;London;Royaume-Uni;26/01/1996;10800;Manjimup Dried Apples;2 385,00 F
Seven Seas Imports;1;London;Royaume-Uni;26/01/1996;10800;Tourtière;234,67 F
Seven Seas Imports;1;London;Royaume-Uni;26/01/1996;10800;Queso Cabrales;4 725,00 F
Bólido Comidas preparadas;4;Madrid;Espagne;29/01/1996;10801;Alice Mutton;5 850,00 F
Bólido Comidas preparadas;4;Madrid;Espagne;29/01/1996;10801;Thüringer Rostbratwurst;9 284,25 F
Simons bistro;4;København;Danemark;29/01/1996;10802;Nord-Ost Matjeshering;2 427,19 F
Simons bistro;4;København;Danemark;29/01/1996;10802;Manjimup Dried Apples;5 962,50 F
Simons bistro;4;København;Danemark;29/01/1996;10802;Tarte au sucre;924,38 F
Wellington Importadora;4;Resende;Brésil;30/01/1996;10803;Raclette Courdavault;3 918,75 F
Wellington Importadora;4;Resende;Brésil;30/01/1996;10803;Teatime Chocolate Biscuits;1 048,80 F
Wellington Importadora;4;Resende;Brésil;30/01/1996;10803;NuNuCa Nuß-Nougat-Creme;997,50 F
Seven Seas Imports;6;London;Royaume-Uni;30/01/1996;10804;Maxilaku;340,00 F
Seven Seas Imports;6;London;Royaume-Uni;30/01/1996;10804;Rössle Sauerkraut;5 472,00 F
The Big Cheese;2;Portland;États-Unis;30/01/1996;10805;Sasquatch Ale;700,00 F
The Big Cheese;2;Portland;États-Unis;30/01/1996;10805;Côte de Blaye;13 175,00 F
Victuailles en stock;3;Lyon;France;31/01/1996;10806;Chang;1 425,00 F
Victuailles en stock;3;Lyon;France;31/01/1996;10806;Louisiana Fiery Hot Pepper Sauce;210,50 F
Victuailles en stock;3;Lyon;France;31/01/1996;10806;Longlife Tofu;562,50 F
Franchi S.p.A.;4;Torino;Italie;31/01/1996;10807;Boston Crab Meat;92,00 F
Old World Delicatessen;2;Anchorage;États-Unis;01/02/1996;10808;Lakkalikööri;3 825,00 F
Laughing Bacchus Wine Cellars;2;Vancouver;Canada;01/02/1996;10810;Konbu;210,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;02/02/1996;10811;Tunnbröd;810,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;02/02/1996;10811;Boston Crab Meat;2 760,00 F
LINO-Delicateses;8;I. de Margarita;Venezuela;02/02/1996;10811;Teatime Chocolate Biscuits;690,00 F
Reggiani Caseifici;5;Reggio Emilia;Italie;02/02/1996;10812;Original Frankfurter grüne Soße;1 300,00 F
Reggiani Caseifici;5;Reggio Emilia;Italie;02/02/1996;10812;Mozzarella di Giovanni;6 264,00 F
Ricardo Adocicados;1;Rio de Janeiro;Brésil;05/02/1996;10813;Chang;912,00 F
Ricardo Adocicados;1;Rio de Janeiro;Brésil;05/02/1996;10813;Spegesild;2 100,00 F
Victuailles en stock;3;Lyon;France;05/02/1996;10814;Jack's New England Clam Chowder;965,00 F
Victuailles en stock;3;Lyon;France;05/02/1996;10814;Chocolade;433,50 F
Victuailles en stock;3;Lyon;France;05/02/1996;10814;Sirop d'érable;3 633,75 F
Great Lakes Food Market;4;Eugene;États-Unis;06/02/1996;10816;Côte de Blaye;37 548,75 F
Great Lakes Food Market;4;Eugene;États-Unis;06/02/1996;10816;Tarte au sucre;4 683,50 F
Königlich Essen;3;Brandenburg;Allemagne;06/02/1996;10817;Boston Crab Meat;4 692,00 F
Königlich Essen;3;Brandenburg;Allemagne;06/02/1996;10817;Tarte au sucre;5 238,12 F
Königlich Essen;3;Brandenburg;Allemagne;06/02/1996;10817;Côte de Blaye;39 525,00 F
Magazzini Alimentari Riuniti;7;Bergamo;Italie;07/02/1996;10818;Mascarpone Fabioli;3 200,00 F
Magazzini Alimentari Riuniti;7;Bergamo;Italie;07/02/1996;10818;Jack's New England Clam Chowder;965,00 F
Cactus Comidas para llevar;2;Buenos Aires;Argentine;07/02/1996;10819;Rhönbräu Klosterbier;775,00 F
Split Rail Beer & Ale;1;Lander;États-Unis;08/02/1996;10821;Steeleye Stout;1 800,00 F
Split Rail Beer & Ale;1;Lander;États-Unis;08/02/1996;10821;Manjimup Dried Apples;1 590,00 F
Trail's Head Gourmet Provisioners;6;Kirkland;États-Unis;08/02/1996;10822;Tarte au sucre;739,50 F
LILA-Supermercado;5;Barquisimeto;Venezuela;09/02/1996;10823;Queso Cabrales;1 890,00 F
LILA-Supermercado;5;Barquisimeto;Venezuela;09/02/1996;10823;Raclette Courdavault;9 900,00 F
LILA-Supermercado;5;Barquisimeto;Venezuela;09/02/1996;10823;Original Frankfurter grüne Soße;877,50 F
Folk och fä HB;8;Bräcke;Suède;09/02/1996;10824;Outback Lager;675,00 F
Folk och fä HB;8;Bräcke;Suède;09/02/1996;10824;Jack's New England Clam Chowder;579,00 F
Drachenblut Delikatessen;1;Aachen;Allemagne;09/02/1996;10825;Perth Pasties;3 280,00 F
Bon app';1;Marseille;France;12/02/1996;10827;Chartreuse verte;1 890,00 F
Rancho grande;9;Buenos Aires;Argentine;13/02/1996;10828;Sir Rodney's Marmalade;2 025,00 F
Rancho grande;9;Buenos Aires;Argentine;13/02/1996;10828;Côte de Blaye;2 635,00 F
Island Trading;9;Cowes;Royaume-Uni;13/02/1996;10829;Chang;950,00 F
Island Trading;9;Cowes;Royaume-Uni;13/02/1996;10829;Northwoods Cranberry Sauce;4 000,00 F
Island Trading;9;Cowes;Royaume-Uni;13/02/1996;10829;Konbu;300,00 F
Island Trading;9;Cowes;Royaume-Uni;13/02/1996;10829;Camembert Pierrot;3 570,00 F
Tradição Hipermercados;4;São Paulo;Brésil;13/02/1996;10830;Scottish Longbreads;1 500,00 F
Tradição Hipermercados;4;São Paulo;Brésil;13/02/1996;10830;Chartreuse verte;2 520,00 F
Tradição Hipermercados;4;São Paulo;Brésil;13/02/1996;10830;Camembert Pierrot;5 100,00 F
Santé Gourmet;3;Stavern;Norvège;14/02/1996;10831;Côte de Blaye;10 540,00 F
Santé Gourmet;3;Stavern;Norvège;14/02/1996;10831;Teatime Chocolate Biscuits;92,00 F
Santé Gourmet;3;Stavern;Norvège;14/02/1996;10831;Steeleye Stout;720,00 F
La maison d'Asie;2;Toulouse;France;14/02/1996;10832;Konbu;72,00 F
La maison d'Asie;2;Toulouse;France;14/02/1996;10832;Wimmers gute Semmelknödel;498,75 F
Ottilies Käseladen;6;Köln;Allemagne;15/02/1996;10833;Uncle Bob's Organic Dried Pears;2 700,00 F
Ottilies Käseladen;6;Köln;Allemagne;15/02/1996;10833;Perth Pasties;1 328,40 F
Tradição Hipermercados;1;São Paulo;Brésil;15/02/1996;10834;Thüringer Rostbratwurst;4 704,02 F
Alfreds Futterkiste;1;Berlin;Allemagne;15/02/1996;10835;Raclette Courdavault;4 125,00 F
Alfreds Futterkiste;1;Berlin;Allemagne;15/02/1996;10835;Original Frankfurter grüne Soße;104,00 F
Ernst Handel;7;Graz;Autriche;16/02/1996;10836;Camembert Pierrot;10 200,00 F
Ernst Handel;7;Graz;Autriche;16/02/1996;10836;Steeleye Stout;540,00 F
Berglunds snabbköp;9;Luleå;Suède;16/02/1996;10837;Lakkalikööri;1 417,50 F
Berglunds snabbköp;9;Luleå;Suède;16/02/1996;10837;Zaanse koeken;1 425,00 F
Berglunds snabbköp;9;Luleå;Suède;16/02/1996;10837;Konbu;180,00 F
Berglunds snabbköp;9;Luleå;Suède;16/02/1996;10837;Boston Crab Meat;2 300,00 F
LINO-Delicateses;3;I. de Margarita;Venezuela;19/02/1996;10838;Chai;270,00 F
LINO-Delicateses;3;I. de Margarita;Venezuela;19/02/1996;10838;Carnarvon Tigers;5 859,38 F
Tradição Hipermercados;3;São Paulo;Brésil;19/02/1996;10839;Mozzarella di Giovanni;2 349,00 F
LINO-Delicateses;4;I. de Margarita;Venezuela;19/02/1996;10840;NuNuCa Nuß-Nougat-Creme;336,00 F
LINO-Delicateses;4;I. de Margarita;Venezuela;19/02/1996;10840;Chartreuse verte;720,00 F
Suprêmes délices;5;Charleroi;Belgique;20/02/1996;10841;Raclette Courdavault;13 750,00 F
Suprêmes délices;5;Charleroi;Belgique;20/02/1996;10841;Original Frankfurter grüne Soße;975,00 F
Tortuga Restaurante;1;México D.F.;Mexique;20/02/1996;10842;Queso Cabrales;1 575,00 F
Tortuga Restaurante;1;México D.F.;Mexique;20/02/1996;10842;Outback Lager;900,00 F
Tortuga Restaurante;1;México D.F.;Mexique;20/02/1996;10842;Scottish Longbreads;1 250,00 F
Victuailles en stock;4;Lyon;France;21/02/1996;10843;Manjimup Dried Apples;795,00 F
QUICK-Stop;8;Cunewalde;Allemagne;21/02/1996;10845;Tunnbröd;2 835,00 F
QUICK-Stop;8;Cunewalde;Allemagne;21/02/1996;10845;Steeleye Stout;2 025,00 F
QUICK-Stop;8;Cunewalde;Allemagne;21/02/1996;10845;Singaporean Hokkien Fried Mee;2 646,00 F
Suprêmes délices;2;Charleroi;Belgique;22/02/1996;10846;Chef Anton's Cajun Seasoning;2 310,00 F
Suprêmes délices;2;Charleroi;Belgique;22/02/1996;10846;Outback Lager;2 250,00 F
Save-a-lot Markets;4;Boise;États-Unis;22/02/1996;10847;Røgede sild;1 368,00 F
Save-a-lot Markets;4;Boise;États-Unis;22/02/1996;10847;Camembert Pierrot;6 120,00 F
Save-a-lot Markets;4;Boise;États-Unis;22/02/1996;10847;Teatime Chocolate Biscuits;441,60 F
Save-a-lot Markets;4;Boise;États-Unis;22/02/1996;10847;Chai;5 760,00 F
Consolidated Holdings;7;London;Royaume-Uni;23/02/1996;10848;Mishi Kobe Niku;1 455,00 F
Consolidated Holdings;7;London;Royaume-Uni;23/02/1996;10848;Chef Anton's Gumbo Mix;3 202,50 F
Königlich Essen;9;Brandenburg;Allemagne;23/02/1996;10849;Aniseed Syrup;2 450,00 F
Victuailles en stock;1;Lyon;France;23/02/1996;10850;NuNuCa Nuß-Nougat-Creme;1 190,00 F
Victuailles en stock;1;Lyon;France;23/02/1996;10850;Outback Lager;1 912,50 F
Ricardo Adocicados;5;Rio de Janeiro;Brésil;26/02/1996;10851;Chang;451,25 F
Ricardo Adocicados;5;Rio de Janeiro;Brésil;26/02/1996;10851;NuNuCa Nuß-Nougat-Creme;665,00 F
